,fighter,country,age,weightClass,wins,loses,draws,tko wins,tko lose,subs win,subs lose,total
9047,Greg Hardy,USA,29.0,Heavyweight,1,0,0,1,0,0,0,1
9060,Donald Brashear,USA,46.0,Heavyweight,1,0,0,1,0,0,0,1
9063,Jerome LeBanner,FRANCE,45.0,Heavyweight,1,1,0,1,0,0,0,2
9065,Mikhail Mokhnatkin,RUSSIA,28.0,Heavyweight,2,1,2,1,0,0,0,5
9066,Jarod Trice,USA,29.0,Heavyweight,2,0,0,1,0,0,0,2
9067,Ricardo Amorim,BRAZIL,39.0,Light Heavyweight,1,0,0,1,0,0,0,1
9069,Gary Padilla,USA,38.0,Light Heavyweight,1,3,0,1,0,0,0,4
9070,Tyrone Spong,SURINAME,32.0,Light Heavyweight,2,0,0,1,0,0,0,2
9077,Seung Bae Whi,SOUTH KOREA,40.0,Light Heavyweight,1,2,0,1,0,0,0,3
9085,Andre Ricardo Chaves Santos,BRAZIL,26.0,Lightweight,3,1,0,1,0,0,0,4
9104,Andrew Chin,USA,25.0,Lightweight,1,0,0,1,0,0,0,1
9117,Sebastian Risch,GERMANY,37.0,Middleweight,1,0,0,1,0,0,0,1
9134,Logan Nail,USA,29.0,Middleweight,1,1,0,1,0,0,0,2
9139,Yago Bryan Farias de Morais,BRAZIL,26.0,Strawweight,3,1,0,1,0,0,0,4
9141,Wendell de Oliveira Marques,BRAZIL,35.0,Welterweight,2,1,0,1,0,0,0,3
9162,Veta Arteaga,USA,30.0,Women's Flyweight,3,2,0,1,0,0,0,5
9165,Shana Dobson,USA,29.0,Women's Flyweight,3,2,0,1,0,0,0,5
9167,Ana Julaton,USA,37.0,Women's Flyweight,2,4,0,1,0,0,0,6
9168,Kristi Lopez,USA,35.0,Women's Flyweight,2,0,1,1,0,0,0,3
9169,Lauren Mueller,USA,26.0,Women's Flyweight,5,0,0,1,0,0,0,5
9173,Keri Anne Taylor-Melendez,USA,34.0,Women's Strawweight,1,0,0,1,0,0,0,1
9174,Cheyanne Vlismas,USA,23.0,Women's Strawweight,1,1,0,1,0,0,0,2
9340,Zubaira Tukhugov,RUSSIA,27.0,Featherweight,2,1,0,1,1,0,0,3
9343,Nick Duell,USA,35.0,Welterweight,1,2,0,1,1,0,0,3
9347,Christopher Thad Schlichter,USA,35.0,Light Heavyweight,1,2,0,1,1,0,0,3
9355,Li Kai Wen,CHINA,22.0,Featherweight,2,1,0,1,1,0,0,3
9382,Gokhan Saki,TURKEY,34.0,Light Heavyweight,1,1,0,1,1,0,0,2
9385,Conor Heun,USA,38.0,Lightweight,2,5,0,1,1,0,0,7
9397,Erick Sanchez,USA,27.0,Lightweight,1,2,0,1,1,0,0,3
9413,Rafael Justino,BRAZIL,36.0,Welterweight,2,1,0,1,1,0,0,3
9416,Chad Leonhardt,USA,38.0,Welterweight,1,1,0,1,1,0,0,2
9417,Raul Amaya,USA,32.0,Welterweight,1,2,0,1,1,0,0,3
9418,Wesley Barnes,USA,34.0,Welterweight,3,2,0,1,1,0,0,5
9427,Liz McCarthy,USA,32.0,Women's Atomweight,2,4,0,1,1,0,0,6
9429,Alexa Conners,USA,27.0,Women's Bantamweight,3,2,0,1,1,0,0,5
9433,Veronica Rothenhausler,USA,28.0,Women's Featherweight,1,1,0,1,1,0,0,2
9434,Heather Hardy,USA,36.0,Women's Flyweight,2,1,0,1,1,0,0,3
9435,Syuri Kondo,JAPAN,29.0,Women's Strawweight,6,1,0,1,1,0,0,7
9488,Bryce Logan,USA,28.0,Lightweight,1,2,0,1,2,0,0,3
9489,Hugo Viana,BRAZIL,35.0,Bantamweight,8,4,0,1,2,0,0,12
9508,Vitor Vianna,BRAZIL,38.0,Middleweight,3,3,0,1,2,0,0,6
9512,Eduardo Pamplona,BRAZIL,42.0,Welterweight,3,3,0,1,2,0,0,6
9521,Deivison Francisco Ribeiro,BRAZIL,29.0,Featherweight,2,4,0,1,3,0,0,6
9527,Chris Cope,USA,35.0,Welterweight,2,3,0,1,3,0,0,5
9528,Kim Couture,USA,42.0,Women's Bantamweight,1,4,0,1,3,0,0,5
9532,Solomon Hutcherson,USA,45.0,Light Heavyweight,2,5,0,1,4,0,0,7
9533,Lucas Gwaltney,USA,32.0,Lightweight,1,8,0,1,4,0,0,9
9537,Sergey Romanov,RUSSIA,28.0,Welterweight,14,3,0,10,1,0,0,17
9540,Chase Sherman,USA,28.0,Heavyweight,11,5,0,10,3,0,0,16
9541,Mike Perry,USA,26.0,Welterweight,11,3,0,11,0,0,0,14
9542,Yoel Romero,CUBA,41.0,Middleweight,13,3,0,11,1,0,0,16
9543,Lorenz Larkin,USA,31.0,Catch Weight,19,7,0,11,2,0,0,26
9544,Wang Guan,CHINA,32.0,Featherweight,17,1,1,12,0,0,0,19
9545,Israel Adesanya,NIGERIA,28.0,Middleweight,13,0,0,12,0,0,0,13
9546,Chris Barnett,USA,32.0,Heavyweight,15,6,0,12,3,0,0,21
9547,Muhammed Lawal,USA,37.0,Heavyweight,21,7,0,13,4,0,0,28
9550,Tywan Claxton,USA,25.0,Featherweight,2,0,0,2,0,0,0,2
9552,Fredy Serrano,COLOMBIA,38.0,Flyweight,3,2,0,2,0,0,0,5
9553,Herschel Walker,USA,56.0,Heavyweight,2,0,0,2,0,0,0,2
9561,Bevon Lewis,USA,27.0,Middleweight,5,0,0,2,0,0,0,5
9562,Alton Cunningham,USA,25.0,Middleweight,2,0,0,2,0,0,0,2
9564,Matti Makela,SWEDEN,34.0,Middleweight,2,3,0,2,0,0,0,5
9566,Joey Davis,USA,24.0,Welterweight,3,0,0,2,0,0,0,3
9569,Alyse Anderson,USA,23.0,Women's Atomweight,3,1,0,2,0,0,0,4
9570,Sijara Eubanks,USA,33.0,Women's Flyweight,3,2,0,2,0,0,0,5
9571,Sabina Mazo,COLOMBIA,21.0,Women's Flyweight,5,0,0,2,0,0,0,5
9572,Nicco Montano,USA,29.0,Women's Flyweight,4,2,0,2,0,0,0,6
9573,Antonina Shevchenko,KYRGYZSTAN,33.0,Women's Flyweight,6,0,0,2,0,0,0,6
9583,Yazan Hajeh,USA,25.0,Featherweight,6,1,0,2,1,0,0,7
9584,Mu Gyeom Choi,SOUTH KOREA,28.0,Featherweight,8,4,0,2,1,0,0,12
9586,William Elliott,USA,24.0,Flyweight,3,1,0,2,1,0,0,4
9587,Don'Tale Mayes,USA,26.0,Heavyweight,4,2,0,2,1,0,0,6
9588,Jaideep Singh,INDIA,30.0,Heavyweight,2,2,0,2,1,0,0,4
9589,Austen Lane,USA,30.0,Heavyweight,2,1,0,2,1,0,0,3
9592,Dashawn Boatwright,USA,30.0,Light Heavyweight,3,1,0,2,1,0,0,4
9600,Taisuke Okuno,JAPAN,41.0,Welterweight,2,3,1,2,1,0,0,6
9605,Miriam Nakamoto,USA,41.0,Women's Bantamweight,2,1,0,2,1,0,0,3
9607,Latoya Walker,USA,38.0,Women's Featherweight,5,1,0,2,1,0,0,6
9609,Aori Gele,CHINA,23.0,Heavyweight,2,2,0,2,2,0,0,4
9611,Dan Cramer,USA,32.0,Middleweight,11,4,0,2,2,0,0,15
9613,Waachiim Spiritwolf,USA,42.0,Welterweight,4,7,0,2,2,0,0,11
9614,Bethe Correia,BRAZIL,35.0,Women's Bantamweight,10,3,1,2,2,0,0,14
9617,Gray Maynard,USA,38.0,Featherweight,13,6,1,2,4,0,0,20
9618,Justin Eilers,USA,39.0,Heavyweight,2,5,1,2,4,0,0,8
9619,Rasul Mirzaev,RUSSIA,32.0,Featherweight,3,1,0,3,0,0,0,4
9620,Emeka Ifekandu,USA,31.0,Bantamweight,5,0,0,3,0,0,0,5
9622,Ricky Turcios,USA,25.0,Bantamweight,8,1,0,3,0,0,0,9
9623,Mitchell Sipe,USA,22.0,Heavyweight,4,0,0,3,0,0,0,4
9624,Damian Janikowski,POLAND,28.0,Middleweight,3,0,0,3,0,0,0,3
9625,Leah Letson,USA,25.0,Women's Bantamweight,4,1,0,3,0,0,0,5
9626,Elina Kallionidou,GREECE,19.0,Women's Catch Weight,5,2,0,3,0,0,0,7
9629,Aaron Phillips,USA,28.0,Bantamweight,5,3,0,3,1,0,0,8
9631,Cameron Graves,USA,24.0,Featherweight,6,1,0,3,1,0,0,7
9633,Lee Henry Lilly,USA,34.0,Lightweight,6,3,0,3,1,0,0,9
9636,Laura Salazar,USA,34.0,Women's Flyweight,3,1,0,3,1,0,0,4
9637,Anna Elmose,DENMARK,33.0,Women's Strawweight,3,2,0,3,1,0,0,5
9640,Benji Radach,USA,39.0,Light Heavyweight,4,5,0,3,3,0,0,9
9641,Charlie Ward,IRELAND,37.0,Middleweight,5,3,0,3,3,0,0,8
9642,Kirill Sidelnikov,RUSSIA,29.0,Heavyweight,6,4,0,3,4,0,0,10
9644,Boston Salmon,USA,27.0,Bantamweight,6,1,0,4,0,0,0,7
9645,Emmanuel Rivera,USA,29.0,Featherweight,6,1,0,4,0,0,0,7
9646,Tommy Espinosa,USA,25.0,Flyweight,4,1,0,4,0,0,0,5
9647,Drakkar Klose,USA,30.0,Lightweight,8,1,1,4,0,0,0,10
9648,David Teymur,SWEDEN,29.0,Lightweight,8,1,0,4,0,0,0,9
9649,Chibwikem Onyenegecha,USA,24.0,Middleweight,4,0,0,4,0,0,0,4
9650,Daichi Abe,JAPAN,26.0,Welterweight,6,2,0,4,0,0,0,8
9652,Ed Ruth,USA,27.0,Welterweight,5,0,0,4,0,0,0,5
9653,Chanmi Jeon,KOREA,20.0,Women's Strawweight,5,2,0,4,0,0,0,7
9654,Nicolle Angelica Caliari,BRAZIL,21.0,Women's Strawweight,4,1,0,4,0,0,0,5
9655,Nadia Kassem,AUSTRALIA,22.0,Women's Strawweight,5,0,0,4,0,0,0,5
9657,Justin Willis,USA,30.0,Heavyweight,7,1,0,4,1,0,0,8
9658,Jon Madsen,USA,38.0,Heavyweight,8,2,0,4,1,0,0,10
9659,Justin Woods,USA,28.0,Heavyweight,4,1,0,4,1,0,0,5
9660,Sodiq Yusuff,USA,25.0,Lightweight,6,1,0,4,1,0,0,7
9661,Michael Cora,USA,28.0,Lightweight,4,2,0,4,1,0,0,6
9662,Belal Muhammad,USA,29.0,Welterweight,14,2,0,4,1,0,0,16
9663,Galore Bofando,ENGLAND,36.0,Welterweight,5,3,0,4,1,0,0,8
9664,Kevin Ferguson,USA,44.0,Heavyweight,5,2,0,4,2,0,0,7
9665,Jeremy Hardy,USA,30.0,Heavyweight,5,3,0,4,2,0,0,8
9667,Corey Anderson,USA,28.0,Light Heavyweight,10,4,0,4,3,0,0,14
9669,Lina Lansberg,SWEDEN,36.0,Women's Bantamweight,8,3,0,4,3,0,0,11
9670,Lauren Taylor,USA,34.0,Bantamweight,7,0,0,5,0,0,0,7
9671,Steve Garcia,USA,26.0,Bantamweight,7,2,0,5,0,0,0,9
9672,Chris Gutierrez,USA,27.0,Bantamweight,9,2,1,5,0,0,0,12
9673,Mike Davis,USA,25.0,Lightweight,5,0,0,5,0,0,0,5
9674,Te Edwards,USA,27.0,Lightweight,5,1,0,5,0,0,0,6
9676,Gabriel Leite de Oliveira,BRAZIL,28.0,Bantamweight,10,1,0,5,1,0,0,11
9677,Henry Cejudo,USA,31.0,Flyweight,12,2,0,5,1,0,0,14
9678,Alessandro Ricci,CANADA,35.0,Lightweight,10,5,0,5,1,0,0,15
9681,Leslie Smith,USA,35.0,Women's Bantamweight,10,7,1,5,2,0,0,18
9684,Matt Sayles,USA,24.0,Featherweight,7,1,0,6,0,0,0,8
9687,Dwight Grant,USA,33.0,Welterweight,8,1,0,6,0,0,0,9
9688,Logan Storley,USA,25.0,Welterweight,8,0,0,6,0,0,0,8
9689,Poliana Botelho,BRAZIL,29.0,Women's Strawweight,7,1,0,6,0,0,0,8
9690,Kwan Ho Kwak,KOREA,29.0,Bantamweight,9,2,0,6,1,0,0,11
9691,John Robles,USA,35.0,Bantamweight,7,3,0,6,1,0,0,10
9693,Amir Aliakbari,IRAN,30.0,Heavyweight,8,1,0,6,1,0,0,9
9694,James Mulheron,ENGLAND,30.0,Heavyweight,11,2,0,6,1,0,0,13
9695,Jonathan Wilson,USA,30.0,Middleweight,7,3,0,6,1,0,0,10
9696,Oluwale Bamgbose,USA,30.0,Middleweight,6,4,0,6,3,0,0,10
9697,AJ Matthews,USA,30.0,Welterweight,9,7,0,6,3,0,0,16
9699,Tai Tuivasa,AUSTRALIA,25.0,Heavyweight,8,0,0,7,0,0,0,8
9700,Raush Manfio,BRAZIL,26.0,Lightweight,11,2,0,7,0,0,0,13
9701,Lauren Murphy,USA,34.0,Women's Flyweight,10,4,0,7,0,0,0,14
9702,Hiroshige Tanaka,JAPAN,36.0,Featherweight,11,3,0,7,1,0,0,14
9703,Hisaki Kato,JAPAN,35.0,Middleweight,8,3,0,7,2,0,0,11
9707,Curtis Blaydes,USA,27.0,Heavyweight,10,1,0,8,1,0,0,11
9708,Patrick Cenoble,USA,28.0,Lightweight,9,3,1,8,1,0,0,13
9709,Konstantin Erokhin,RUSSIA,36.0,Heavyweight,9,4,0,8,2,0,0,13
9710,Matt Dwyer,CANADA,28.0,Welterweight,8,4,0,8,2,0,0,12
9711,Jack May,USA,37.0,Heavyweight,10,3,0,8,3,0,0,13
9712,Cung Le,VIETNAM,46.0,Middleweight,9,3,0,8,3,0,0,12
9714,Abdul Razak Alhassan,GHANA,32.0,Welterweight,9,1,0,9,0,0,0,10
9715,Cody Garbrandt,USA,26.0,Bantamweight,11,1,0,9,1,0,0,12
9717,Todd Duffee,USA,32.0,Heavyweight,9,3,0,9,3,0,0,12
9718,Christian Aguilera,USA,26.0,Welterweight,11,4,0,9,3,0,0,15
9735,Joe Angel Zamora,USA,46.0,Flyweight,0,1,0,0,0,0,1,1
9736,Jovan White,USA,38.0,Flyweight,0,1,0,0,0,0,1,1
9740,Jai Santos,USA,37.0,Featherweight,0,1,0,0,0,0,1,1
9741,Oscar Dolchin,RUSSIA,30.0,Flyweight,0,2,0,0,0,0,1,2
9749,Syed Shahir,MALAYSIA,28.0,Bantamweight,0,1,0,0,0,0,1,1
9751,Jared Crawford,USA,29.0,Bantamweight,0,1,0,0,0,0,1,1
9756,Michelle Oliveira,BRAZIL,25.0,Bantamweight,0,1,0,0,0,0,1,1
9758,Tetsuya Nishi,JAPAN,38.0,Featherweight,0,1,2,0,0,0,1,3
9760,Dayse Santos Nascimento,BRAZIL,35.0,Flyweight,0,1,0,0,0,0,1,1
9766,Matt Ramirez,USA,25.0,Flyweight,0,1,0,0,0,0,1,1
9779,Ivan Andrushchenko,MOLDOVA,22.0,Bantamweight,0,2,0,0,0,0,1,2
9790,Fernando Duarte Guerra,BRAZIL,35.0,Featherweight,1,1,0,0,0,0,1,2
9794,Hiroyuki Oshiro,JAPAN,31.0,Featherweight,1,1,1,0,0,0,1,3
9811,Han Sol Lee,SOUTH KOREA,29.0,Strawweight,0,1,0,0,0,0,1,1
9813,Daniel Mashamaite,SOUTH AFRICA,41.0,Bantamweight,0,1,0,0,0,0,1,1
9814,Omer Cankardesler,GERMANY,33.0,Bantamweight,0,2,0,0,0,0,1,2
9820,Alberto Pantoja Luz,BRAZIL,37.0,Bantamweight,0,2,0,0,0,0,1,2
9824,Kazutoshi Fujita,JAPAN,33.0,Featherweight,0,1,0,0,0,0,1,1
9825,Jae Eun Kim,SOUTH KOREA,24.0,Featherweight,0,1,0,0,0,0,1,1
9826,Daniel Richardson,AUSTRALIA,33.0,Featherweight,0,1,0,0,0,0,1,1
9827,Danny Chavez,USA,31.0,Featherweight,0,2,0,0,0,0,1,2
9830,Rosemary Amorim,BRAZIL,28.0,Featherweight,0,1,0,0,0,0,1,1
9831,Ben Boekee,NETHERLANDS,31.0,Featherweight,0,1,0,0,0,0,1,1
9833,Guilherme Faria da Costa,BRAZIL,26.0,Featherweight,0,1,0,0,0,0,1,1
9836,Samuel Lima Brito,BRAZIL,26.0,Featherweight,0,1,0,0,0,0,1,1
9839,Ruth Sayger Perkins,USA,29.0,Featherweight,0,1,0,0,0,0,1,1
9844,Kaan Kazgan,TURKEY,23.0,Flyweight,0,1,0,0,0,0,1,1
9846,Mike Trinh,USA,43.0,Flyweight,0,1,0,0,0,0,1,1
9848,Hikaru Shinohara,JAPAN,43.0,Lightweight,0,1,0,0,0,0,1,1
9849,Morgan Bracken,USA,34.0,Lightweight,0,1,0,0,0,0,1,1
9861,Kenani Mangakahia,AUSTRALIA,32.0,Bantamweight,0,1,0,0,0,0,1,1
9864,Jack Gooderham,AUSTRALIA,25.0,Bantamweight,0,1,0,0,0,0,1,1
9865,Lucas Mascena,BRAZIL,26.0,Bantamweight,0,1,0,0,0,0,1,1
9871,Jonathan Wise,USA,30.0,Featherweight,0,1,0,0,0,0,1,1
9873,Artur Aliev,RUSSIA,26.0,Featherweight,0,1,0,0,0,0,1,1
9874,Sergio Alvarez,ARGENTINA,35.0,Featherweight,0,1,0,0,0,0,1,1
9877,Ramon Lucio dos Santos,BRAZIL,34.0,Featherweight,0,1,0,0,0,0,1,1
9886,Chang-Hyun Song,SOUTH KOREA,26.0,Featherweight,0,1,0,0,0,0,1,1
9889,Zhuo Yang,CHINA,28.0,Featherweight,0,1,0,0,0,0,1,1
9891,Ivan Zagubinoga,UKRAINE,33.0,Lightweight,0,1,0,0,0,0,1,1
9898,Jose Ricardo Galheta,BRAZIL,36.0,Lightweight,0,1,0,0,0,0,1,1
9914,Mohammad Irfan,MALAYSIA,27.0,Bantamweight,0,1,0,0,0,0,1,1
9915,Danilo Patusco,BRAZIL,30.0,Bantamweight,0,1,0,0,0,0,1,1
9918,Renaldo Weekley,USA,25.0,Featherweight,0,1,0,0,0,0,1,1
9920,Anvar Alizhanov,RUSSIA,29.0,Featherweight,0,1,0,0,0,0,1,1
9922,Leonard Delarmino,PHILIPPINES,32.0,Featherweight,0,1,0,0,0,0,1,1
9926,Mike Otwell,USA,29.0,Featherweight,0,1,0,0,0,0,1,1
9942,Paul Gardner,USA,40.0,Lightweight,0,1,0,0,0,0,1,1
9943,Steve Granieri,USA,43.0,Lightweight,0,1,0,0,0,0,1,1
9948,Wesley Godoy,BRAZIL,36.0,Middleweight,0,1,0,0,0,0,1,1
9949,Abdulmajid Magomedov,RUSSIA,30.0,Middleweight,0,1,0,0,0,0,1,1
9959,Robert Curtis,CANADA,28.0,Welterweight,0,1,0,0,0,0,1,1
9972,Rafael Barbosa,BRAZIL,20.0,Featherweight,0,1,0,0,0,0,1,1
9977,Ryan Goodman,SOUTH KOREA,33.0,Light Heavyweight,0,1,0,0,0,0,1,1
9979,Arkadiusz Jedraczka,POLAND,33.0,Light Heavyweight,0,1,0,0,0,0,1,1
9981,Eric Attard,CANADA,30.0,Lightweight,0,1,0,0,0,0,1,1
9987,Joe Mabin,USA,43.0,Lightweight,0,1,0,0,0,0,1,1
9992,Faith Balci,GERMANY,36.0,Middleweight,0,1,0,0,0,0,1,1
9997,Keith Ellis,ENGLAND,35.0,Middleweight,0,1,0,0,0,0,1,1
9998,Wilhelm Ott,AUSTRIA,36.0,Middleweight,0,1,0,0,0,0,1,1
10023,Jack McGann,ENGLAND,25.0,Lightweight,0,3,0,0,0,0,1,3
10024,Don Hamilton,USA,41.0,Middleweight,0,1,0,0,0,0,1,1
10028,Ricco Ralston,USA,30.0,Middleweight,0,1,0,0,0,0,1,1
10034,Joilton Santos,BRAZIL,25.0,Welterweight,0,2,0,0,0,0,1,2
10049,Ryan Peake,USA,40.0,Middleweight,0,1,0,0,0,0,1,1
10061,Brandon Ezzo,USA,38.0,Middleweight,0,1,0,0,0,0,1,1
10062,Brandon Atkins,USA,23.0,Middleweight,0,1,0,0,0,0,1,1
10069,Tony Guined,USA,36.0,Heavyweight,0,1,0,0,0,0,1,1
10070,Angelica Chavez,USA,30.0,Atomweight,0,2,0,0,0,0,1,2
10077,Antonio Pompeu Vitor,BRAZIL,27.0,Bantamweight,0,1,0,0,0,0,1,1
10109,Damien Louloum,FRANCE,31.0,Bantamweight,0,1,0,0,0,0,1,1
10224,Rogerio Bontorin,BRAZIL,26.0,Bantamweight,0,1,0,0,0,0,1,1
10232,Yoshiyuki Ishikawa,JAPAN,31.0,Bantamweight,0,1,0,0,0,0,1,1
10234,Makoto Kamaya,JAPAN,34.0,Bantamweight,0,3,0,0,0,0,1,3
10235,Nick Kirk,USA,35.0,Bantamweight,0,1,0,0,0,0,1,1
10236,Daisuke Maku,JAPAN,34.0,Bantamweight,0,2,0,0,0,0,1,2
10245,Kizaemon Saiga,JAPAN,29.0,Bantamweight,0,2,0,0,0,0,1,2
10265,Gerard Gilmore,IRELAND,33.0,Featherweight,0,1,0,0,0,0,1,1
10268,Danny Lawson,ENGLAND,29.0,Featherweight,0,1,0,0,0,0,1,1
10269,Vitor Pereira Rosario Lima Santos,BRAZIL,27.0,Featherweight,0,1,0,0,0,0,1,1
10271,Caleb Williams,USA,27.0,Featherweight,0,1,0,0,0,0,1,1
10272,Mohamed Trabelsi,GERMANY,21.0,Featherweight,0,1,0,0,0,0,1,1
10274,Mike Lawrence,USA,36.0,Featherweight,0,2,0,0,0,0,1,2
10299,Giliarde de Lima,BRAZIL,33.0,Featherweight,0,1,0,0,0,0,1,1
10304,Richie Edwards,USA,36.0,Featherweight,0,1,0,0,0,0,1,1
10343,Pat Schilling,USA,29.0,Featherweight,0,2,0,0,0,0,1,2
10447,Guilherme De Souza,BRAZIL,26.0,Featherweight,0,1,0,0,0,0,1,1
10455,Jin Kazeta,JAPAN,47.0,Featherweight,0,3,0,0,0,0,1,3
10456,Andrey Krasnikov,UKRAINE,29.0,Featherweight,0,1,0,0,0,0,1,1
10470,Kyosuke Yokoyama,JAPAN,26.0,Featherweight,0,1,0,0,0,0,1,1
10471,Marian Ziolkowski,POLAND,27.0,Featherweight,0,2,0,0,0,0,1,2
10473,Roosevelt Archie,USA,32.0,Flyweight,0,1,0,0,0,0,1,1
10537,Trent Girdham,AUSTRALIA,20.0,Flyweight,0,1,0,0,0,0,1,1
10565,Yuriy Kyselov,UKRAINE,41.0,Heavyweight,0,1,0,0,0,0,1,1
10569,Raimundo Moreno Lima Jr.,BRAZIL,33.0,Heavyweight,0,1,0,0,0,0,1,1
10570,Jeremy Stevens,USA,35.0,Heavyweight,0,1,0,0,0,0,1,1
10571,Mont McMullens,USA,45.0,Heavyweight,0,1,0,0,0,0,1,1
10650,Michael McDonald,CANADA,53.0,Heavyweight,0,1,0,0,0,0,1,1
10664,Ricardo Juan McCall,USA,33.0,Light Heavyweight,1,1,0,0,0,0,1,2
10800,John McElroy,USA,34.0,Light Heavyweight,0,1,0,0,0,0,1,1
10811,Markus Wagner,GERMANY,34.0,Light Heavyweight,0,1,0,0,0,0,1,1
10818,Steven Rogers,CANADA,40.0,Lightweight,0,1,0,0,0,0,1,1
10820,Yuki Takaya,JAPAN,38.0,Lightweight,0,1,0,0,0,0,1,1
10828,Rafael Matias Correa,BRAZIL,30.0,Lightweight,0,1,0,0,0,0,1,1
10845,Ryota Sakuma,JAPAN,35.0,Lightweight,0,1,0,0,0,0,1,1
10847,Schon Ellis,USA,30.0,Lightweight,0,1,0,0,0,0,1,1
11059,Kaleo Kwan,USA,44.0,Lightweight,0,3,0,0,0,0,1,3
11193,Phil Daru,USA,29.0,Lightweight,0,1,0,0,0,0,1,1
11199,Kelly Dullanty,USA,40.0,Lightweight,1,1,0,0,0,0,1,2
11202,Mike Flach,USA,30.0,Lightweight,0,1,0,0,0,0,1,1
11218,Seung Hee Kim,SOUTH KOREA,30.0,Lightweight,0,1,0,0,0,0,1,1
11222,Bobby Lee,USA,22.0,Lightweight,0,2,0,0,0,0,1,2
11226,Thiago Michel,BRAZIL,34.0,Lightweight,1,2,0,0,0,0,1,3
11234,Roberto Rojas Jr.,USA,36.0,Lightweight,0,2,0,0,0,0,1,2
11241,Jeff Torch,USA,30.0,Lightweight,0,1,0,0,0,0,1,1
11244,Adrian Zielinski,POLAND,31.0,Lightweight,1,3,0,0,0,0,1,4
11266,Seiji Furukawa,JAPAN,39.0,Middleweight,0,1,0,0,0,0,1,1
11274,Kelly Bourassa,USA,35.0,Middleweight,0,1,0,0,0,0,1,1
11278,Blake Miles,USA,30.0,Middleweight,0,1,0,0,0,0,1,1
11319,Fabiano Silva,BRAZIL,35.0,Middleweight,0,1,0,0,0,0,1,1
11328,Nate James,USA,40.0,Middleweight,1,3,0,0,0,0,1,4
11520,Buck Meredith,USA,36.0,Middleweight,0,2,0,0,0,0,1,2
11523,Dave Phillips,USA,38.0,Middleweight,0,1,0,0,0,0,1,1
11570,Larry Ray,USA,40.0,Welterweight,0,1,0,0,0,0,1,1
11572,Yoshitomo Watanabe,JAPAN,33.0,Welterweight,1,2,0,0,0,0,1,3
11598,Carlos Gonzalez,USA,32.0,Welterweight,0,1,0,0,0,0,1,1
11601,Mario Francisco Guerreiro,BRAZIL,39.0,Welterweight,0,1,0,0,0,0,1,1
11613,Leandro Branco,BRAZIL,33.0,Welterweight,0,1,0,0,0,0,1,1
11672,Mike Jackson,USA,33.0,Welterweight,1,1,0,0,0,0,1,2
11676,CM Punk,USA,39.0,Welterweight,0,2,0,0,0,0,1,2
11719,Greg Welsh,CANADA,38.0,Welterweight,0,1,0,0,0,0,1,1
11886,Priscilla de Souza,BRAZIL,28.0,Women's Flyweight,0,2,0,0,0,0,1,2
14728,Kian Pham,AUSTRALIA,38.0,Bantamweight,0,2,0,0,1,0,1,2
14730,Mika Nagano,JAPAN,34.0,Strawweight,0,6,0,0,1,0,1,6
14738,Jessica Suelem Doelle,BRAZIL,26.0,Strawweight,0,3,0,0,1,0,1,3
14742,Jefferson Oliveira,BRAZIL,28.0,Bantamweight,0,2,0,0,1,0,1,2
14743,Raja Shippen,USA,31.0,Bantamweight,0,2,0,0,1,0,1,2
14745,Piero Severo,BRAZIL,36.0,Welterweight,0,2,0,0,1,0,1,2
14752,Darion Terry,USA,35.0,Welterweight,0,2,0,0,1,0,1,2
14758,Victer Crenshaw,USA,31.0,Lightweight,0,2,0,0,1,0,1,2
14777,Scott Hudson,CANADA,30.0,Welterweight,0,2,1,0,1,0,1,3
14842,LiGe Teng,CHINA,25.0,Bantamweight,0,3,1,0,1,0,1,4
14843,Yuki Uejima,JAPAN,32.0,Bantamweight,0,2,1,0,1,0,1,3
14854,Mitch Thompson,USA,27.0,Featherweight,0,2,0,0,1,0,1,2
14857,Felipe Douglas,BRAZIL,26.0,Featherweight,1,2,0,0,1,0,1,3
14859,Janice Meyer,USA,31.0,Featherweight,0,2,0,0,1,0,1,2
14882,Mayumi Aoki,JAPAN,38.0,Featherweight,0,3,0,0,1,0,1,3
14890,Mikhail Korobkov,RUSSIA,28.0,Featherweight,0,3,0,0,1,0,1,3
14896,Yojiro Uchimura,JAPAN,33.0,Featherweight,0,3,1,0,1,0,1,4
14938,Brad Imes,USA,41.0,Heavyweight,0,4,0,0,1,0,1,4
14941,Alonzo Roane,USA,39.0,Heavyweight,0,2,0,0,1,0,1,2
14943,Liron Wilson,USA,45.0,Heavyweight,0,2,0,0,1,0,1,2
14980,Markus Di Gallo,AUSTRIA,39.0,Light Heavyweight,0,4,0,0,1,0,1,4
14984,Amir Rahnavardi,USA,43.0,Light Heavyweight,0,3,0,0,1,0,1,3
14992,Vinicius Alves Bohrer,BRAZIL,30.0,Lightweight,0,2,0,0,1,0,1,2
14998,Wellington Pereira de Almeida,BRAZIL,33.0,Lightweight,0,2,0,0,1,0,1,2
15049,Mike Bruno,USA,32.0,Lightweight,0,3,0,0,1,0,1,3
15051,Jimmy Donahue,USA,30.0,Lightweight,0,2,0,0,1,0,1,2
15054,Jesse Gross,CANADA,30.0,Lightweight,1,2,0,0,1,0,1,3
15057,Avery McPhatter,USA,29.0,Lightweight,1,3,0,0,1,0,1,4
